base_id,base_key,latitude,longitude,poi_Transportation Facilities,poi_Leisure & Entertainment,poi_Companies & Enterprises,poi_Healthcare,poi_Commercial & Residential,poi_Tourist Attractions,poi_Automotive,poi_Life Services,poi_Science & Education & Culture,poi_Shopping & Consumer Goods,poi_Sports & Fitness,poi_Hotels & Accommodations,poi_Financial Institutions,poi_Dining & Cuisine
261,Base_3610000B0871,31.23821068,121.4831543,61,13,102,29,69,34,7,88,43,505,6,77,48,191
262,Base_3610000B0881,31.23325157,121.44687653,47,18,68,40,81,13,5,134,29,134,7,23,19,164
263,Base_3610000B0882,31.25170708,121.47438049,19,4,32,5,50,1,0,40,16,44,2,13,4,23
264,Base_3610000B0883,31.2450676,121.46806335,57,37,30,16,36,8,16,147,34,377,24,12,8,192
265,Base_3610000B0891,31.2429142,121.51586914,55,8,75,14,36,0,3,87,18,74,5,37,18,62
266,Base_3610000B0892,31.21642876,121.44418335,22,9,66,16,72,11,1,59,22,183,7,40,20,92
267,Base_3610000B0893,31.23714638,121.47792053,95,26,154,51,71,15,13,223,51,682,32,81,43,284
268,Base_3610000B08A1,31.22068977,121.43461609,44,9,38,42,48,10,9,101,42,68,6,24,8,53
269,Base_3610000B08B1,31.2495327,121.4916153,58,15,75,2,21,5,13,108,7,94,24,17,24,117
270,Base_3610000B08C1,31.24530411,121.46675873,50,37,55,18,40,7,18,160,30,381,25,37,7,206
271,Base_3610000B08C2,31.24413681,121.46836853,62,37,46,15,45,13,16,151,34,384,24,12,9,194
272,Base_3610000B08C3,31.24198151,121.46775055,57,7,66,7,54,9,3,44,11,121,4,34,7,29
273,Base_3610000B08D1,31.24116325,121.49329376,30,22,12,5,9,13,13,75,25,170,20,4,8,131
274,Base_3610000B08D2,31.23934364,121.49517822,83,29,62,8,17,12,17,133,26,402,26,10,59,249
275,Base_3610000B08D3,31.23451424,121.48596954,68,16,111,16,52,24,2,44,33,92,4,49,33,101
276,Base_3610000B08E1,31.24252129,121.51448059,49,8,55,11,35,0,3,91,21,82,3,25,15,65
277,Base_3610000B08E2,31.23998833,121.51231384,43,3,29,11,30,1,3,89,25,101,2,24,7,88
278,Base_3610000B08E3,31.2398777,121.50641632,93,0,122,42,28,1,13,76,19,37,2,15,99,35
279,Base_3610000B08F1,31.23361969,121.5089798,62,14,68,24,35,2,13,204,45,319,20,36,40,222
280,Base_3610000B08F2,31.231884,121.51076508,76,26,130,46,42,0,19,292,83,922,36,30,57,380
281,Base_3610000B08F3,31.23000145,121.50711823,29,5,13,6,18,0,3,41,15,41,16,20,7,49
282,Base_3610000B0901,31.23323059,121.51327515,72,33,143,41,37,0,17,291,83,562,37,21,73,478
283,Base_3610000B0903,31.23154068,121.5174942,63,27,186,37,40,3,11,120,42,192,26,22,93,218
284,Base_3610000B0911,31.2296505,121.50219727,15,8,7,0,7,4,0,7,5,3,8,2,6,10
285,Base_3610000B0921,31.23916245,121.47967529,93,29,144,48,68,21,13,220,49,900,34,110,48,355
286,Base_3610000B0923,31.2255764,121.50747681,36,2,24,6,16,4,3,46,14,28,21,19,4,47
287,Base_3610000B0931,31.29804993,121.52885437,27,2,36,5,15,12,8,43,15,23,7,2,13,19
288,Base_3610000B0932,31.30739975,121.52748108,18,1,6,7,14,0,5,29,3,28,3,8,3,21
289,Base_3610000B0933,31.29804993,121.52878571,27,2,36,5,15,13,8,43,15,23,7,2,12,19
290,Base_3610000B0941,31.28988838,121.53079224,18,6,5,8,18,1,1,37,19,102,3,3,7,63
291,Base_3610000B0942,31.29180145,121.5304184,23,10,15,7,15,1,3,24,22,73,7,5,5,51
292,Base_3610000B0943,31.29208374,121.53006744,20,11,27,5,18,4,3,27,23,66,8,6,5,55
293,Base_3610000B0951,31.24212265,121.50285339,68,2,131,18,22,7,15,37,17,57,9,1,148,48
294,Base_3610000B0952,31.23048782,121.51296234,97,42,186,65,41,0,29,362,125,1009,62,39,68,513
295,Base_3610000B0953,31.23248482,121.51902008,56,13,123,24,34,2,9,83,30,86,14,19,74,113
296,Base_3610000B0961,31.28079414,121.52354431,32,3,13,8,18,2,9,52,15,86,3,4,5,56
297,Base_3610000B0962,31.28228378,121.52445984,34,5,11,26,22,2,14,88,28,148,7,6,8,71
298,Base_3610000B0963,31.28181267,121.52427673,33,5,11,16,23,2,12,79,19,135,7,4,10,66
299,Base_3610000B0971,31.27569771,121.51404572,44,6,47,77,38,1,4,79,65,143,12,18,15,136
300,Base_3610000B0972,31.23832321,121.52244568,34,1,49,9,30,8,0,50,28,56,1,12,6,59
301,Base_3610000B0973,31.23745346,121.52108002,36,0,19,8,30,5,0,62,29,59,1,10,1,62
302,Base_3610000B0991,31.22816658,121.47712708,68,41,128,25,76,9,19,109,33,195,23,33,33,188
303,Base_3610000B09A1,31.22697067,121.49516296,68,15,65,11,33,8,9,109,22,207,9,22,37,129
304,Base_3610000B09A3,31.23136711,121.52018738,52,22,162,26,27,6,16,133,31,293,24,18,91,281
305,Base_3610000B09B1,31.27501106,121.50554657,47,6,36,19,41,0,2,124,42,176,17,28,15,103
306,Base_3610000B09B2,31.2752533,121.5058136,49,8,37,19,42,0,3,130,41,184,18,28,17,111
307,Base_3610000B09B3,31.22702217,121.52205658,65,31,135,29,38,2,20,99,48,202,23,27,58,246
308,Base_3610000B09C1,31.23841667,121.5193634,33,3,36,10,30,6,1,72,29,85,5,18,8,68
309,Base_3610000B09C2,31.23306847,121.51860809,54,9,127,17,34,1,7,74,30,65,10,15,78,52
310,Base_3610000B09C3,31.23677826,121.51268768,45,3,37,12,21,2,4,67,22,132,3,21,28,104
311,Base_3610000B09D1,31.24730492,121.47278595,44,4,30,4,38,4,16,62,3,621,5,13,16,52
312,Base_3610000B09D2,31.23657417,121.46755219,84,34,58,23,64,19,12,176,39,738,17,53,32,247
313,Base_3610000B09D3,31.12750435,121.26161194,4,0,2,1,3,0,0,5,4,0,0,1,0,0
314,Base_3610000B0A01,31.24311447,121.50217438,76,3,115,15,24,3,12,29,12,37,9,7,134,46
315,Base_3610000B0A02,31.22126961,121.46649933,42,27,42,35,70,19,8,97,36,195,7,51,17,123
316,Base_3610000B0A03,31.21388245,121.46283722,29,3,8,54,36,12,4,86,41,72,3,47,6,43
317,Base_3610000B0A11,31.24157143,121.48213959,76,22,101,29,74,28,7,137,56,634,15,74,57,267
318,Base_3610000B0A21,31.23794937,121.43849945,65,29,65,28,49,3,6,102,48,100,17,10,18,120
319,Base_3610000B0A41,31.23770523,121.43278503,59,20,96,21,62,2,11,143,33,140,21,19,9,159
320,Base_3610000B0A42,31.236866,121.43478394,61,20,86,23,67,2,9,100,46,110,22,10,17,142
321,Base_3610000B0A43,31.23447037,121.43087769,48,11,57,24,53,0,32,73,28,111,12,24,12,73
322,Base_3610000B0A51,31.23900795,121.48394012,62,12,94,19,64,40,5,72,48,373,7,71,57,149
323,Base_3610000B0A52,31.22392082,121.47956085,34,4,20,5,58,10,0,29,15,73,4,6,10,23
324,Base_3610000B0A71,31.23468399,121.46311951,66,14,125,51,58,4,23,151,58,117,12,44,42,157
325,Base_3610000B0A72,31.23813438,121.5282135,34,0,23,5,16,7,5,20,7,7,3,2,11,6
326,Base_3610000B0A81,31.24622726,121.48553467,42,9,34,3,31,27,9,41,8,40,4,27,28,70
327,Base_3610000B0A83,31.24158859,121.50870514,74,1,47,41,27,2,14,93,16,72,7,21,43,95
328,Base_3610000B0AA1,31.22124481,121.43276978,38,8,57,24,69,10,11,56,35,88,13,30,13,80
329,Base_3610000B0AA3,31.23253441,121.51249695,82,40,143,51,39,0,22,338,96,995,47,20,64,537
330,Base_3610000B0AB1,31.23889542,121.50589752,85,1,135,40,26,2,9,89,22,56,8,12,133,85
331,Base_3610000B0AC1,31.21335411,121.45923615,26,11,7,39,49,9,2,87,30,67,2,37,8,59
332,Base_3610000B0AC2,31.22978973,121.51003265,67,15,86,53,28,0,12,207,79,682,38,36,25,241
333,Base_3610000B0AD1,31.21568871,121.45827484,31,19,14,15,51,7,4,56,22,117,6,41,11,86
334,Base_3610000B0AD2,31.23588562,121.51044464,61,8,56,10,31,2,5,127,22,229,4,18,48,181
335,Base_3610000B0AE1,31.23805428,121.51194763,40,2,31,15,24,2,0,91,23,145,3,23,21,115
336,Base_3610000B0AE3,31.23540688,121.51225281,57,9,47,11,30,1,12,123,21,292,6,12,45,202
337,Base_3610000B0AF1,31.22518921,121.45005798,40,20,80,12,42,11,3,60,72,107,17,43,9,97
338,Base_3610000B0AF2,31.23942375,121.48797607,20,11,9,0,11,22,1,8,6,17,4,8,22,23
339,Base_3610000B0AF3,31.22373962,121.46063995,54,36,29,5,57,16,2,67,24,132,15,32,15,95
340,Base_3610000B0B01,31.23059464,121.47074127,54,18,9,1,7,13,3,30,17,206,8,10,3,98
341,Base_3610000B0B03,31.2227993,121.44242096,81,20,95,21,43,38,10,99,24,230,15,21,28,173
342,Base_3610000B0B11,31.23696136,121.45592499,51,16,67,24,44,11,3,116,30,85,22,22,33,71
343,Base_3610000B0B21,31.22681808,121.50585938,36,2,25,5,8,3,1,29,11,9,17,18,4,12
344,Base_3610000B0B22,31.21332169,121.61585999,14,2,1,2,5,6,0,19,5,10,4,2,0,5
345,Base_3610000B0B31,31.23028946,121.51411438,87,42,167,53,43,0,25,300,92,940,49,41,65,475
346,Base_3610000B0B41,31.25200081,121.48238373,56,13,90,15,58,14,14,122,36,125,12,36,32,205
347,Base_3610000B0B51,31.23120308,121.47384644,77,24,94,5,39,12,9,81,37,151,12,29,30,211
348,Base_3610000B0B53,31.23569489,121.43816376,49,20,47,22,56,4,5,85,39,107,14,17,13,77
349,Base_3610000B0B71,31.23439598,121.47306824,113,49,160,27,50,12,19,248,72,690,34,116,49,393
350,Base_3610000B0B73,31.22856331,121.43330383,20,8,38,11,44,1,3,61,18,109,12,8,7,64
351,Base_3610000B0B81,31.23949623,121.46496582,49,11,55,12,66,6,2,71,15,157,4,53,19,84
352,Base_3610000B0B82,31.23009491,121.43735504,47,26,84,20,68,6,6,89,39,144,16,22,19,135
353,Base_3610000B0BA1,31.22684288,121.44821167,56,14,124,18,45,13,8,75,48,224,15,33,36,125
354,Base_3610000B0BA2,31.21346474,121.46967316,54,24,54,18,41,3,10,132,57,212,17,26,15,184
355,Base_3610000B0BB1,31.21825409,121.434021,37,17,46,43,51,4,10,81,46,43,8,22,7,47
356,Base_3610000B0BB3,31.22051239,121.44301605,45,12,29,13,62,9,3,40,19,84,7,28,16,102
357,Base_3610000B0BC1,31.23040581,121.46585083,51,17,37,20,55,7,12,62,30,149,10,33,12,98
358,Base_3610000B0BC3,31.24144363,121.50453186,98,0,137,29,25,8,18,58,22,67,7,2,153,65
359,Base_3610000B0BD1,31.23596954,121.47711182,120,33,160,47,72,9,16,243,60,602,33,188,49,287
360,Base_3610000B0BE1,31.21987915,121.44231415,45,12,63,25,67,9,3,57,26,112,8,37,24,117
361,Base_3610000B0BF1,31.22302437,121.47887421,39,5,46,6,47,6,0,48,18,98,4,12,23,42
362,Base_3610000B0C01,31.2281971,121.46821594,57,8,43,10,28,14,13,71,20,252,14,17,17,129
363,Base_3610000B0C11,31.23273849,121.45040131,66,21,110,26,81,12,8,173,52,331,26,54,26,242
364,Base_3610000B0C21,31.23006821,121.51265717,92,42,171,64,38,0,23,348,131,958,60,40,56,502
365,Base_3610000B0C22,31.23030853,121.51226807,88,41,164,62,38,0,26,344,120,976,60,39,51,513
366,Base_3610000B0C23,31.22833633,121.48554993,54,10,19,26,37,84,3,70,19,1120,8,19,12,126
367,Base_3610000B0C31,31.24069786,121.50965881,58,2,27,38,35,1,8,82,21,65,6,24,23,77
368,Base_3610000B0C33,31.24313354,121.50364685,82,3,124,17,24,5,18,50,16,69,7,6,131,72
369,Base_3610000B0C41,31.24112511,121.50592804,96,0,133,45,29,0,20,76,21,69,5,12,142,63
370,Base_3610000B0C43,31.28227997,121.59822845,18,3,4,9,13,1,3,27,27,57,10,1,2,9
371,Base_3610000B0C51,31.23953056,121.50450134,86,1,142,26,24,12,13,62,21,34,8,3,132,50
372,Base_3610000B0C61,31.22145844,121.46990967,78,27,55,40,43,22,27,129,23,306,18,41,26,157
373,Base_3610000B0C71,31.23975182,121.50817108,76,1,68,39,32,0,12,88,19,61,2,21,55,79
374,Base_3610000B0C81,31.23892784,121.49507141,78,27,67,11,18,12,15,122,21,389,25,9,72,234
375,Base_3610000B0C91,31.2309227,121.5177536,61,23,187,38,39,3,15,117,54,160,29,22,100,158
376,Base_3610000B0CA1,31.23825836,121.50701904,70,1,99,40,32,3,7,73,17,44,6,10,91,62
377,Base_3610000B0CB1,31.22286224,121.46426392,55,27,38,10,68,25,2,86,39,233,6,54,10,141
378,Base_3610000B0CC1,31.21134186,121.44129944,30,9,16,4,55,5,1,44,45,101,7,24,1,57
379,Base_3610000B0CC3,31.2270813,121.44239807,98,19,159,41,55,31,25,254,64,811,27,14,59,362
380,Base_3610000B0CD1,31.21988297,121.46556854,32,21,27,27,47,31,2,56,42,155,8,39,3,92
381,Base_3610000B0CD2,31.22464561,121.44788361,35,20,90,7,40,8,9,75,45,158,10,36,21,125
382,Base_3610000B0CE1,31.24114227,121.5038147,80,1,144,18,23,9,16,52,22,63,7,1,159,60
383,Base_3610000B0CE2,31.2174015,121.44759369,27,20,29,20,77,16,0,44,33,163,7,32,12,96
384,Base_3610000B0CE3,31.22405434,121.46504211,50,15,24,10,52,30,3,72,18,191,4,43,11,118
385,Base_3610000B0D01,31.24747849,121.47402954,48,6,39,4,44,3,17,90,14,1176,6,42,16,84
386,Base_3610000B0D11,31.24119377,121.49311829,25,22,12,5,9,13,11,73,24,165,19,4,8,130
387,Base_3610000B0D12,31.32473183,121.52774048,16,2,4,8,6,2,1,46,15,56,0,4,4,49
388,Base_3610000B0D21,31.22887039,121.46722412,47,15,30,7,34,7,2,45,21,210,10,16,10,85
389,Base_3610000B0D22,31.2265358,121.46443176,56,13,27,14,37,21,1,51,7,63,9,18,12,79
390,Base_3610000B0D31,31.24039078,121.49925232,72,5,61,10,19,61,5,54,7,272,8,2,77,95
391,Base_3610000B0D32,31.24024391,121.49910736,74,5,60,9,18,61,5,57,7,290,8,2,72,101
392,Base_3610000B0D33,31.24052048,121.49902344,68,5,62,8,19,61,6,52,7,257,8,2,78,98
393,Base_3610000B0D41,31.21079445,121.44891357,29,15,28,40,69,13,0,22,39,65,12,35,2,34
394,Base_3610000B0D51,31.24024773,121.50571442,98,0,137,43,29,2,14,61,19,38,2,12,139,34
395,Base_3610000B0D61,31.23002052,121.45107269,63,17,111,20,74,15,6,217,61,512,23,80,41,239
396,Base_3610000B0D71,31.2171936,121.43910217,36,13,18,51,73,3,2,122,50,116,9,30,11,87
397,Base_3610000B0D81,31.21373558,121.46418762,32,2,20,55,34,15,5,87,47,66,3,49,8,40
398,Base_3610000B0D82,31.23137093,121.44642639,73,13,130,48,69,15,5,157,37,251,20,22,58,181
399,Base_3610000B0D83,31.23661613,121.43704224,73,28,79,27,49,3,6,90,48,97,20,4,15,116
400,Base_3610000B0D91,31.23851395,121.50513458,77,2,119,36,27,9,9,88,22,49,7,5,125,77
401,Base_3610000B0D92,31.23217773,121.44087982,29,7,39,19,44,7,4,64,24,106,6,25,17,75
402,Base_3610000B0D93,31.22260475,121.44055939,91,30,117,34,50,34,15,179,32,200,16,38,39,194
403,Base_3610000B0DA1,31.24311066,121.49974823,79,2,65,8,16,56,10,23,8,18,6,3,87,52
404,Base_3610000B0DC1,31.23361778,121.45493317,62,15,73,28,54,13,6,162,41,275,14,28,24,164
405,Base_3610000B0DC2,31.233284,121.45510864,65,21,77,28,56,11,8,181,48,376,17,25,31,188
406,Base_3610000B0DD1,31.22316933,121.47169495,114,36,142,65,52,20,43,174,48,424,27,16,39,270
407,Base_3610000B0DE1,31.23165512,121.51197052,84,44,167,57,37,0,27,364,108,1112,51,21,61,565
408,Base_3610000B0DE2,31.22590446,121.49442291,54,9,55,13,36,6,6,117,22,189,8,26,27,90
409,Base_3610000B0DE3,31.22626114,121.50875854,45,4,32,9,22,1,7,59,22,58,23,31,8,68
410,Base_3610000B0DF1,31.24917412,121.48504639,63,14,78,3,47,9,15,140,21,77,5,63,32,97
411,Base_3610000B0DF2,31.28242874,121.58596039,20,4,0,1,5,2,9,21,17,16,6,1,2,8
412,Base_3610000B0DF3,31.28251457,121.58653259,26,4,0,2,4,2,4,24,24,21,8,2,11,18
413,Base_3610000B0E01,31.24250221,121.49971771,78,2,65,8,15,60,9,29,8,22,6,1,90,47
414,Base_3610000B0E02,31.22797394,121.51184845,71,21,82,42,39,0,21,192,82,699,36,44,26,255
415,Base_3610000B0E03,31.23473167,121.45787048,62,26,123,52,46,14,13,139,40,150,26,31,32,87
416,Base_3610000B0E11,31.24180794,121.49537659,51,6,35,1,12,62,12,58,16,52,11,4,35,78
417,Base_3610000B0E13,31.21417046,121.43795776,31,10,20,2,84,10,4,29,25,123,9,21,7,58
418,Base_3610000B0E21,31.22921562,121.513237,83,42,140,53,45,1,18,330,123,896,58,40,47,440
419,Base_3610000B0E23,31.1217556,121.49333191,22,1,2,1,4,1,6,19,6,37,3,2,1,39
420,Base_3610000B0E31,31.23140526,121.46712494,49,19,57,15,30,12,16,69,37,228,14,18,18,122
421,Base_3610000B0E41,31.22729111,121.44522858,82,26,189,22,55,14,23,172,64,395,31,21,69,254
422,Base_3610000B0E42,31.22311211,121.52521515,81,10,162,7,31,2,14,47,16,49,7,17,69,121
423,Base_3610000B0E51,31.2247467,121.46955109,94,22,118,39,47,15,33,134,43,327,20,26,39,174
424,Base_3610000B0E61,31.24113083,121.49964142,69,3,83,8,20,63,6,50,10,136,6,1,107,83
425,Base_3610000B0E62,31.24164009,121.49943542,70,2,74,7,18,61,8,38,9,55,7,0,103,56
426,Base_3610000B0E63,31.2412014,121.49926758,74,3,81,6,20,61,7,50,9,127,6,1,99,78
427,Base_3610000B0E71,31.2276535,121.51889038,44,20,87,34,34,4,8,81,43,88,13,29,22,182
428,Base_3610000B0E72,31.22842026,121.46913147,63,10,21,8,20,15,12,56,14,223,13,11,9,88
429,Base_3610000B0E73,31.22749901,121.50765228,46,6,21,10,16,2,6,63,22,55,23,20,4,72
430,Base_3610000B0E81,31.22764206,121.47457886,82,47,78,21,57,7,22,84,24,196,20,24,37,178
431,Base_3610000B0E82,31.20612335,121.5960083,29,15,46,9,20,3,36,96,35,247,9,8,15,182
432,Base_3610000B0E83,31.20380592,121.58262634,25,1,13,2,7,5,1,23,6,22,5,2,2,64
433,Base_3610000B0E91,31.21778107,121.4796524,45,10,75,47,67,3,3,88,23,142,22,29,37,72
434,Base_3610000B0E93,31.21216965,121.44595337,48,11,35,40,43,12,0,26,31,74,9,17,9,39
435,Base_3610000B0EA1,31.25063515,121.48634338,54,6,76,3,44,4,14,124,19,57,1,53,19,37
436,Base_3610000B0EA2,31.24573326,121.43864441,84,24,88,38,37,4,4,199,55,122,30,49,26,160
437,Base_3610000B0EA3,31.23602486,121.44809723,67,38,134,25,70,6,9,103,55,123,35,23,19,118
438,Base_3610000B0EB1,31.24310684,121.51721954,56,8,77,16,30,0,3,76,19,69,5,32,20,61
439,Base_3610000B0ED1,31.22880936,121.47357941,74,47,76,17,36,12,23,77,21,196,18,12,37,212
440,Base_3610000B0EE1,31.22526932,121.43959808,92,29,96,41,51,38,21,274,45,646,26,35,45,326
441,Base_3610000B0EF1,31.21883774,121.4536438,73,24,117,36,51,8,12,196,29,518,18,42,30,236
442,Base_3610000B0EF2,31.18562508,121.51377869,18,5,10,4,28,0,14,56,3,28,2,9,2,17
443,Base_3610000B0EF3,31.23236275,121.4957428,24,7,5,0,3,6,2,7,3,8,3,1,0,17
444,Base_3610000B0F11,31.24122238,121.49576569,69,21,63,6,21,63,16,98,19,275,18,3,57,187
445,Base_3610000B0F12,31.2398777,121.49799347,89,16,63,11,18,16,12,93,13,429,24,7,72,203
446,Base_3610000B0F13,31.23780251,121.4963913,107,25,102,19,23,5,12,120,18,496,20,8,121,254
447,Base_3610000B0F21,31.25465393,121.48536682,48,2,55,41,39,9,8,132,20,67,0,19,18,71
448,Base_3610000B0F31,31.23322296,121.46456146,63,20,100,46,50,8,20,151,58,144,12,38,32,147
449,Base_3610000B0F32,31.23409081,121.46543121,70,15,73,46,50,14,17,152,49,145,13,47,31,147
450,Base_3610000B0F33,31.22285652,121.44517517,49,25,73,7,44,20,11,98,24,227,7,30,14,175
451,Base_3610000B0F41,31.22369766,121.469841,104,27,118,43,52,19,38,145,45,369,21,27,49,211
452,Base_3610000B0F51,31.23870277,121.43709564,67,32,83,24,46,3,8,133,41,121,23,8,18,123
453,Base_3610000B0F52,31.23785782,121.44008636,72,28,66,29,53,2,7,90,48,100,18,12,9,104
454,Base_3610000B0F53,31.23670578,121.43715668,74,27,71,23,49,3,6,94,46,92,21,4,14,114
455,Base_3610000B0F61,31.24086761,121.44852448,37,4,19,8,24,2,1,25,10,37,4,2,1,18
456,Base_3610000B0F71,31.22989082,121.45772552,89,17,84,27,61,8,21,138,23,425,24,26,34,184
457,Base_3610000B0F81,31.24733353,121.48858643,42,7,47,2,30,7,8,28,4,15,4,19,17,43
458,Base_3610000B0F82,31.24717331,121.48861694,40,7,45,2,28,7,8,27,4,16,4,18,17,43
459,Base_3610000B0F83,31.24738312,121.48842621,41,8,50,2,31,8,8,27,4,18,5,20,16,48
460,Base_3610000B0F91,31.23663712,121.49546051,91,28,92,17,21,3,11,109,18,452,20,8,82,249
461,Base_3610000B0F93,31.23769379,121.51773071,29,3,29,12,27,2,1,85,20,104,4,23,6,56
462,Base_3610000B0FA1,31.22877693,121.45482635,84,19,88,27,73,9,9,144,53,307,16,47,30,187
463,Base_3610000B0FA2,31.22561836,121.45591736,52,23,49,23,63,7,10,80,50,196,8,48,18,140
464,Base_3610000B0FA3,31.22570038,121.45317841,44,28,63,12,66,9,5,93,64,201,18,57,7,159
465,Base_3610000B0FB1,31.23742867,121.49661255,105,27,98,19,23,5,12,113,18,492,20,8,113,249
466,Base_3610000B0FB2,31.23742294,121.49666595,105,27,98,19,23,5,12,113,18,492,20,8,113,249
467,Base_3610000B0FC1,31.23307419,121.47310638,87,21,144,21,44,12,16,142,57,383,14,49,43,280
468,Base_3610000B0FC3,31.2198391,121.43398285,45,15,46,37,49,5,11,80,42,50,5,28,7,40
469,Base_3610000B0FD1,31.23170853,121.51603699,63,36,178,40,41,0,20,202,56,415,36,22,84,350
470,Base_3610000B0FE1,31.24008942,121.47816467,86,30,141,42,65,12,9,216,42,868,26,97,46,328
471,Base_3610000B0FE3,31.23982239,121.46022034,29,10,50,8,44,9,3,35,18,93,9,9,15,45
472,Base_3610000B0FF1,31.234972,121.50865173,62,9,64,7,33,2,11,159,23,279,8,33,33,180
473,Base_3610000B1001,31.24891853,121.48056793,55,7,93,6,57,14,23,176,19,416,10,28,29,167
474,Base_3610000B1002,31.22301674,121.44300842,77,20,100,15,41,38,10,98,19,319,10,20,25,195
475,Base_3610000B1011,31.22301674,121.43929291,85,30,78,48,51,31,11,198,33,238,20,33,25,157
476,Base_3610000B1012,31.23362923,121.49945831,71,10,65,16,16,6,9,33,12,28,9,11,53,68
477,Base_3610000B1013,31.23386955,121.49900055,69,10,76,17,16,6,10,39,13,31,5,12,70,78
478,Base_3610000B1021,31.23851395,121.47314453,94,54,205,29,71,15,9,263,59,1079,28,120,29,407
479,Base_3610000B1022,31.23718834,121.47618103,107,36,159,39,85,16,6,250,73,774,35,144,46,282
480,Base_3610000B1023,31.23590469,121.47382355,114,62,157,42,70,18,16,305,76,1049,36,153,41,534
481,Base_3610000B1031,31.23475838,121.44918823,79,35,143,30,76,12,9,98,47,109,32,31,20,135
482,Base_3610000B1032,31.23442268,121.45217133,58,20,100,34,59,7,9,143,35,100,29,37,23,116
483,Base_3610000B1033,31.23216057,121.44802856,67,18,122,43,81,15,10,158,37,261,26,37,33,231
484,Base_3610000B1041,31.23262215,121.44381714,37,12,49,40,53,10,3,107,22,92,7,17,17,77
485,Base_3610000B1042,31.21529388,121.44373322,32,9,67,17,67,9,1,54,26,198,4,36,24,102
486,Base_3610000B1043,31.22547722,121.46165466,47,31,13,18,40,22,3,63,14,124,13,27,12,101
487,Base_3610000B1051,31.21836472,121.45127106,64,27,102,46,78,7,8,175,35,437,12,36,33,197
488,Base_3610000B1052,31.22797966,121.45159912,52,10,90,14,49,14,6,123,51,297,20,64,27,155
489,Base_3610000B1061,31.22793007,121.47896576,51,14,96,19,69,9,8,81,26,103,14,38,25,80
490,Base_3610000B1081,31.23340034,121.48423004,57,13,113,12,47,11,4,51,28,226,8,39,19,103
491,Base_3610000B1082,31.23122025,121.49034882,47,8,38,7,34,46,8,60,17,469,4,8,30,69
492,Base_3610000B1083,31.22714233,121.48427582,68,12,18,29,41,22,2,46,17,288,8,24,9,86
493,Base_3610000B1091,31.23179245,121.45492554,75,23,72,22,73,9,11,170,45,360,16,51,22,218
494,Base_3610000B1092,31.21916389,121.47584534,42,4,31,3,50,5,2,56,8,105,3,16,11,35
495,Base_3610000B1093,31.21725655,121.4705658,48,15,54,13,67,8,6,100,41,177,14,52,13,107
496,Base_3610000B10A1,31.23711967,121.49401093,65,26,57,6,13,9,11,88,16,212,19,8,50,180
497,Base_3610000B10A2,31.23721695,121.49396515,64,26,58,6,13,9,11,88,16,210,19,8,51,181
498,Base_3610000B10A3,31.23312187,121.47606659,100,27,181,19,76,7,15,147,70,253,21,65,47,239
499,Base_3610000B10B1,31.2325325,121.48239136,63,4,96,13,49,3,9,58,21,283,5,102,12,49
500,Base_3610000B10C1,31.22352028,121.43930054,84,31,78,49,52,35,13,198,33,511,21,31,36,195
501,Base_3610000B10C3,31.23566055,121.49667358,88,7,68,13,15,1,4,48,10,180,6,12,79,91
502,Base_3610000B10D1,31.21917725,121.45454407,62,18,100,36,47,9,11,176,23,542,20,50,29,244
503,Base_3610000B10D2,31.2227478,121.4414978,96,29,109,27,45,37,16,123,30,206,14,23,32,183
504,Base_3610000B10D3,31.22455597,121.44738007,37,22,100,5,43,8,10,82,43,222,14,34,23,142
505,Base_3610000B10E1,31.23607635,121.46207428,48,6,113,35,48,5,12,135,43,106,11,41,22,75
506,Base_3610000B10F1,31.23850441,121.47024536,91,60,153,24,62,17,13,238,52,1187,30,56,30,431
507,Base_3610000B1111,31.23869324,121.49678802,90,25,97,19,21,6,14,122,19,496,22,8,109,250
508,Base_3610000B1112,31.23877335,121.49674225,88,25,91,18,19,6,14,119,18,494,22,8,102,251
